"id_prod";"id_fam";"clave";"codigo";"descr";"cant";"uni";"inner_";"master_";"pag_catl";"precio_list";"precio_promo";"tipo";"fecha_llega";"act";"registro";"condiciones";"img";"est"
"PRD0000449";"FAM0000003";"SE344717";"4471";"Placa Venecia Blanco apagadorsencillo";4118;"";"12";"120";"80";104.2;98.99;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000450";"FAM0000003";"SE344724";"4472";"Placa Venecia Blanco apagadorescalera";12943;"";"12";"120";"80";111.5;105.925;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000451";"FAM0000003";"SE344790";"4479";"Placa Venecia Blanco apagadorsencillo y escalera";7342;"";"0";"0";"80";125.0;118.75;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000452";"FAM0000003";"SE344762";"4476";"Placa Venecia Blanco contactoy apagador doble";15053;"";"0";"0";"80";141.7;134.615;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000453";"FAM0000003";"SE344748";"4474";"Placa Venecia Blanco contactodoble";11581;"";"12";"120";"80";137.5;130.625;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000454";"FAM0000003";"SE345660";"4566";"Placa Venecia Blanco doble USBy contacto";3175;"";"12";"0";"80";260.4;247.38;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000455";"FAM0000003";"SE345561";"4556";"Placa Venecia Champagne apagador de escalera";6669;"";"0";"0";"83";111.5;105.925;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000456";"FAM0000003";"SE345615";"4561";"Placa Venecia Champagne apagador sencillo y escalera";1227;"";"0";"0";"83";125.0;118.75;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000457";"FAM0000003";"SE345639";"4563";"Placa Venecia Champagne apagador y contacto doble";5680;"";"0";"0";"83";147.9;140.505;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000458";"FAM0000003";"SE345585";"4558";"Placa Venecia Champagne contacto doble";20625;"";"12";"120";"83";137.5;130.625;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000459";"FAM0000003";"SE345646";"4564";"Placa Venecia Champagne dobleUSB y contacto";5749;"";"0";"0";"83";260.4;247.38;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000460";"FAM0000003";"SE345363";"4536";"Placa Venecia Humo apagadorsencillo";13471;"";"0";"0";"81";104.2;98.99;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000461";"FAM0000003";"SE345424";"4542";"Placa Venecia Humo apagadortriple";6849;"";"0";"0";"81";134.4;127.68;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000462";"FAM0000003";"SE345806";"4580";"Placa Venecia Humo apagador deescalera y contacto";7235;"";"0";"0";"81";137.5;130.625;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000463";"FAM0000003";"SE345431";"4543";"Placa Venecia Humo apagador ycontacto doble";6323;"";"0";"0";"81";147.9;140.505;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000464";"FAM0000003";"SE345813";"4581";"Placa Venecia Humo contactotriple";7085;"";"0";"0";"81";158.3;150.385;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000465";"FAM0000003";"SE345417";"4541";"Placa Venecia Humo contacto yapagador doble";4617;"";"0";"0";"81";141.7;134.615;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000466";"FAM0000003";"SE345677";"4567";"Placa Venecia Humo doble USB ycontacto";4757;"";"0";"0";"81";260.4;247.38;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000467";"FAM0000003";"SE345844";"4584";"Placa Venecia Humo timbre ";9990;"";"0";"0";"81";125.0;118.75;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000468";"FAM0000003";"SE345820";"4582";"Placa Venecia Humo toma demodem RJ-45";9681;"";"0";"0";"81";125.0;118.75;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000469";"FAM0000003";"SE344625";"4462";"Placa Verona apagador doble ";476;"";"12";"120";"92";62.5;59.375;"Electrico";"3ra Sem Feb";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000470";"FAM0000003";"SE342539";"4253";"Placa Verona apagador escalera ";2529;"";"12";"120";"92";47.9;45.505;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000471";"FAM0000003";"SE344618";"4461";"Placa Verona apagador sencillo ";2554;"";"12";"120";"92";42.7;40.565;"Electrico";"2da Sem Feb";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000472";"FAM0000003";"SE344632";"4463";"Placa Verona apagador triple ";6315;"";"12";"120";"92";81.3;77.235;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000473";"FAM0000003";"SE344649";"4464";"Placa Verona apagador ycontacto";101;"";"12";"120";"92";67.7;64.315;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000474";"FAM0000003";"SE345172";"4517";"Placa Verona apagador ycontacto doble";5559;"";"0";"0";"92";89.6;85.12;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000475";"FAM0000003";"SE344656";"4465";"Placa Verona contacto doble ";5376;"";"12";"120";"92";71.9;68.305;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000476";"FAM0000003";"SE345189";"4518";"Placa Verona contacto yapagador doble";3979;"";"0";"0";"92";83.3;79.135;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000477";"FAM0000003";"SE342546";"4254";"Placa Verona toma de telefonoRJ-11";3072;"";"12";"120";"92";43.8;41.61;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000478";"FAM0000003";"SE342553";"4255";"Placa Verona toma para TV ";15144;"";"12";"120";"92";45.8;43.51;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000479";"FAM0000003";"SE344519";"4451";"Placa Vicenza apagadorsencillo";90966;"";"12";"120";"91";47.9;45.505;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000480";"FAM0000003";"SE342591";"4259";"Placa Vicenza apagador deescalera";49144;"";"12";"120";"91";56.3;53.485;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000481";"FAM0000003";"SE344526";"4452";"Placa Vicenza apagador doble ";120594;"";"12";"120";"91";68.8;65.36;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000482";"FAM0000003";"SE344533";"4453";"Placa Vicenza apagador triple ";19600;"";"12";"120";"91";89.6;85.12;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000483";"FAM0000003";"SE344540";"4454";"Placa Vicenza apagador ycontacto";102189;"";"12";"120";"91";72.9;69.255;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000484";"FAM0000003";"SE345219";"4521";"Placa Vicenza apagador ycontacto doble";49923;"";"12";"120";"91";95.8;91.01;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000485";"FAM0000003";"SE344557";"4455";"Placa Vicenza contacto doble ";206358;"";"12";"120";"91";72.9;69.255;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000486";"FAM0000003";"SE345226";"4522";"Placa Vicenza contacto yapagador doble";38414;"";"12";"120";"91";87.5;83.125;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000487";"FAM0000003";"SE342607";"4260";"Placa Vicenza toma de telefonoRJ-11";11804;"";"12";"120";"91";45.8;43.51;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000488";"FAM0000003";"SE345073";"4507";"Placa Wooden apagadorsencillo y escalera";3996;"";"0";"0";"90";92.7;88.065;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000489";"FAM0000003";"SE345097";"4509";"Placa Wooden apagador doble ";8950;"";"0";"0";"90";78.1;74.195;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000490";"FAM0000003";"SE345066";"4506";"Placa Wooden apagador escalera ";4967;"";"0";"0";"90";67.7;64.315;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000491";"FAM0000003";"SE345080";"4508";"Placa Wooden apagador sencillo ";10593;"";"12";"120";"90";69.8;66.31;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000492";"FAM0000003";"SE345103";"4510";"Placa Wooden apagador triple ";10070;"";"0";"0";"90";102.1;96.995;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000493";"FAM0000003";"SE345110";"4511";"Placa Wooden apagador ycontacto";27327;"";"12";"120";"90";82.3;78.185;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000494";"FAM0000003";"SE345318";"4531";"Placa Wooden apagador ycontacto doble";7345;"";"12";"120";"90";112.5;106.875;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000495";"FAM0000003";"SE345127";"4512";"Placa Wooden contacto doble ";17988;"";"12";"120";"90";91.7;87.115;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000496";"FAM0000003";"SE345325";"4532";"Placa Wooden contacto yapagador doble";8078;"";"0";"0";"90";95.8;91.01;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000497";"FAM0000003";"SE326300";"2630";"Timbre inalámbrico esfera grisc/baterías, 1 control";2126;"";"12";"48";"131";255.2;255.2;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000498";"FAM0000003";"SE323552";"2355";"Ventilador blanco ";1492;"";"0";"0";"132";1364.6;1364.6;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000499";"FAM0000002";"KR324412";"2441";"Extensión uso rudo 15 m 7 amps . 2 cond.";24697;"";"1";"10";"101, 146";277.9;277.9;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000500";"FAM0000002";"KR340207";"4020";"Cable de uso rudo 2x14 rollo 100 mts";791;"";"1";"1";"97, 144";2279.0;2165.05;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000501";"FAM0000002";"KR340214";"4021";"Cable de uso rudo 2x12 rollo 100 mts";1172;"";"1";"1";"97, 144";3632.0;3450.4;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000502";"FAM0000002";"KR340580";"4058";"Cable de uso rudo 2x16 carrete 300 mts";1;"";"1";"1";"97, 144";6768.0;6429.6;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000503";"FAM0000002";"KR340597";"4059";"Cable de uso rudo 2x14 carrete 300 mts";9;"";"0";"0";"97, 144";8609.0;8178.55;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000504";"FAM0000002";"KR340603";"4060";"Cable de uso rudo 2x12 carrete 300 mts";0;"";"0";"0";"97, 144";11875.0;11281.25;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000505";"FAM0000002";"KR340610";"4061";"Cable de uso rudo 2x10 carrete 300 mts";5;"";"1";"1";"97, 144";17750.0;16862.5;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000506";"FAM0000003";"SE344212";"4421";"Apagador sencillo Roma s/placa  ";5886;"";"12";"120";"85";25.0;23.75;"Electrico";"2da Sem Feb";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000507";"FAM0000003";"SE344441";"4444";"Placa Roma apagador y contacto  ";224475;"";"12";"120";"85";67.7;64.315;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000508";"FAM0000003";"SE342720";"4272";"Placa Roma apagador escalera  ";9321;"";"12";"120";"85";47.9;45.505;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000509";"FAM0000003";"SE340108";"4010";"Cable THW CCA cal 8 negro 100m ts";26;"";"1";"1";"97";3215.0;3215.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000510";"FAM0000003";"SE345301";"4530";"Placa Graphite contacto y apagador doble";6911;"";"0";"0";"87";88.5;84.075;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000511";"FAM0000003";"SE345455";"4545";"Placa Italia apagador sencillo y escalera";5780;"";"0";"0";"84";77.1;73.245;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000512";"FAM0000003";"SE344922";"4492";"Placa Silver apagador escalera  ";6525;"";"0";"0";"89";63.5;60.325;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000513";"FAM0000003";"SE344939";"4493";"Placa Silver apagador sencillo y escalera";2807;"";"0";"0";"89";81.3;77.235;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000514";"FAM0000003";"SE345004";"4500";"Placa Graphite apagador sencillo y escalera";6673;"";"12";"120";"87";81.3;77.235;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000515";"FAM0000003";"SE345400";"4540";"Placa Venecia Humo apagador doble";10221;"";"0";"0";"81";119.8;113.81;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000516";"FAM0000003";"SE344731";"4473";"Placa Venecia Blanco apagador y contacto";2118;"";"12";"120";"80";132.3;125.685;"Electrico";"2da Sem Feb";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000517";"FAM0000003";"SE344755";"4475";"Placa Venecia Blanco apagador doble";9360;"";"12";"120";"80";119.8;113.81;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000518";"FAM0000003";"SE344779";"4477";"Placa Venecia Blanco apagador triple";1994;"";"0";"0";"80";134.4;127.68;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000519";"FAM0000003";"SE344786";"4478";"Placa Venecia Blanco apagador y contacto doble";10170;"";"0";"0";"80";147.9;140.505;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000520";"FAM0000003";"SE345493";"4549";"Placa Venecia Aqua contacto doble";20509;"";"12";"120";"82";137.5;130.625;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000521";"FAM0000003";"SE345554";"4555";"Placa Venecia Champagne apagad or sencillo";7952;"";"0";"0";"83";104.2;98.99;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000522";"FAM0000003";"SE345578";"4557";"Placa Venecia Champagne apagad or y contacto";2095;"";"0";"0";"83";132.3;125.685;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000523";"FAM0000003";"SE345592";"4559";"Placa Venecia Champagne apagad or triple";1062;"";"12";"120";"83";134.4;127.68;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000524";"FAM0000003";"SE345608";"4560";"Placa Venecia Champagne apagad or doble";8218;"";"0";"0";"83";119.8;113.81;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000525";"FAM0000003";"SE345622";"4562";"Placa Venecia Champagne contac to y apagador doble";8197;"";"0";"0";"83";141.7;134.615;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000526";"FAM0000003";"SE312532";"1253";"Lámpara circular 6W 12 ledsluz fría";0;"";"6";"36";"116";102.1;102.1;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000527";"FAM0000003";"SE340092";"4009";"Cable THW CCA cal 8 blanco 100mts";43;"";"1";"1";"97";3215.0;3215.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000528";"FAM0000003";"SE312921";"1292";"Lámpara circular s/poner 18Wluz fría";0;"";"6";"24";"115";210.4;210.4;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000529";"FAM0000003";"SE311009";"1100";"Plafón redondo 18W Barcelona ";0;"";"1";"10";"120";409.4;409.4;"Electrico";"2da Sem Feb";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000530";"FAM0000003";"SE345714";"4571";"Placa Universal atenuador luz  ";9590;"";"0";"0";"94";145.8;138.51;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000531";"FAM0000003";"SE345752";"4575";"Placa Venecia Blanco apagador escalera y contacto";7669;"";"0";"0";"80";137.5;130.625;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000532";"FAM0000003";"SE345776";"4577";"Placa Venecia Blanco toma de modem RJ-45";9656;"";"0";"0";"80";125.0;118.75;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000533";"FAM0000003";"SE345783";"4578";"Placa Venecia Blanco atenuador de luz";9605;"";"0";"0";"80";227.1;215.745;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000534";"FAM0000003";"SE345868";"4586";"Placa Venecia Champagne contac to triple";9915;"";"0";"0";"83";158.3;150.385;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000535";"FAM0000003";"SE345875";"4587";"Placa Venecia Champagne toma d e modem RJ-45";9626;"";"0";"0";"83";125.0;118.75;"Electrico";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000536";"FAM0000001";"ST357236";"5723";"Sellador 100% silicón 85 grtransparente";25801;"";"12";"144";"70";61.5;61.5;"Ferretero";"2da Sem Feb";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000537";"FAM0000001";"ST385192";"8519";"Bomba eléctrica 1/2hp periférica para agua *TASA CERO";13283;"";"1";"6";"10, 134";1497.4;1497.4;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000538";"FAM0000001";"ST356659";"5665";"Manguera ref 3 capas 10m 1/2"" ";1425;"";"1";"6";"46";234.4;234.4;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000539";"FAM0000001";"ST356666";"5666";"Manguera ref 3 capas 15m 1/2"" ";331;"";"1";"6";"46";343.8;343.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000540";"FAM0000001";"ST356642";"5664";"Manguera ref 3 capas 50 m 3/4"" ";43;"";"1";"1";"46";1468.8;1468.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000541";"FAM0000001";"ST382917";"8291";"Carretilla plástica 4.5ft  llanta 16x4";351;"";"0";"0";"19";2640.0;2560.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000542";"FAM0000001";"ST374179";"7417";"Pala cuadrada plasti forze";1343;"";"1";"6";"52";382.0;355.26;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000543";"FAM0000001";"ST364760";"6476";"Caja Vanity 14"" para Pesca ";142;"";"1";"1";"14";287.5;273.125;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000544";"FAM0000001";"ST388001";"8800";"Atomizador de agua para riego1000 ml";12479;"";"6";"12";"62";87.5;87.5;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000545";"FAM0000001";"ST376541";"7654";"Llave de nariz 1/2 acabadolatonado granel";36380;"";"12";"120";"62";72.9;72.9;"Ferretero";"2da Sem Feb";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000546";"FAM0000004";"SH362391";"6239";"Caja vanity 14  rosa ";40;"";"0";"6";"14";295.8;281.01;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000547";"FAM0000004";"SH364029";"6402";"Caja vanity 14  transparente ";11;"";"1";"6";"14";287.5;273.125;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000548";"FAM0000004";"SH364357";"6435";"Caja vanity 14 broche azultransparente";57;"";"1";"6";"14";287.5;273.125;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000549";"FAM0000001";"ST382474";"8247";"Carretilla 5.5 ft3 c/ llanta16 x 4  neumática reforzada";264;"";"0";"1";"18";3609.4;3609.4;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000550";"FAM0000001";"ST357069";"5706";"Cinta adhesiva canela 150 m ";1459;"";"1";"36";"24";94.0;90.24;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000551";"FAM0000001";"ST357052";"5705";"Cinta adhesiva canela 50 m ";7693;"";"1";"36";"24";37.4;35.904;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000552";"FAM0000001";"ST364104";"6410";"Caja para herramienta 19"" negra con charola organizadora";0;"";"1";"1";"14";310.4;285.568;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000553";"FAM0000001";"ST364111";"6411";"Caja para herramienta 16"" negra con charola organizadora";286;"";"1";"1";"14";218.8;201.296;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000554";"FAM0000004";"SH372185";"7218";"Flexómetro de 3 m color rosa ";2449;"";"12";"48";"35";39.6;39.6;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000555";"FAM0000001";"ST364753";"6475";"Caja Vanity 14"" Botiquíntraslucida";98;"";"1";"1";"14";287.5;273.125;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000556";"FAM0000001";"ST375230";"7523";"Llave de banda para filtro 1 1/8  a 6 11/16";456;"";"6";"36";"39";114.6;114.6;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000557";"FAM0000001";"ST356758";"5675";"Manguera ref 3 capas 100 m 1"" ";48;"";"1";"1";"46";5020.8;5020.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000558";"FAM0000001";"ST356741";"5674";"Manguera ref 3 capas 50 m 1"" ";12;"";"1";"1";"46";2510.4;2510.4;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000559";"FAM0000004";"SH364012";"6401";"Caja vanity 14  verde c/morado ";164;"";"1";"6";"14";287.5;273.125;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000560";"FAM0000001";"ST374189";"7418";"Pala carbonera plasti forze";81;"";"0";"0";"52";538.0;500.34;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000561";"FAM0000001";"ST357038";"5703";"Cinta adhesiva transparente 40 m";1563;"";"6";"36";"24";28.3;27.168;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000562";"FAM0000001";"ST387929";"8792";"Carretilla 4.5 ft3 c/ llanta 16 x 4  neumática reforzada";682;"";"0";"0";"18";3400.6;3400.6;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000563";"FAM0000001";"ST357137";"5713";"Cinta adhesiva transparente 15 0m";1241;"";"0";"0";"24";94.0;90.24;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000564";"FAM0000001";"ST374162";"7416";"Pala redonda plasti forze";409;"";"1";"6";"52";382.0;355.26;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000565";"FAM0000001";"ST374216";"7421";"Pala escarramán plasti forze";321;"";"1";"6";"52";382.0;355.26;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
"PRD0000566";"FAM0000001";"ST376749";"7674";"Llave de esfera 1/2 para jardín";20414;"";"6";"144";"62";75.0;75.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"ESPECIAL VOLUMEN";"";"A"
