"id_prod";"id_fam";"clave";"codigo";"descr";"cant";"uni";"inner_";"master_";"pag_catl";"precio_list";"precio_promo";"tipo";"fecha_llega";"act";"registro";"condiciones";"img";"est"
"PRD0000001";"FAM0000001";"ST332196";"3219";"Abrazadera U 5/16X2 X4 11/16 con placa y 2 tuercas 25 jueg";17;"";"0";"0";"74";1990.0;1990.0;"Ferretero";"Checar";"";"2023-02-08 16:07:08";"25 piezas";"";"A"
"PRD0000002";"FAM0000003";"SE335289";"3528";"Codo de PVC pesado 100mm(4"")";69;"";"0";"0";"132";312.9;312.9;"Electrico";"Checar";"";"2023-02-08 16:09:38";"Minimo 1 piezas";"";"A"
"PRD0000003";"FAM0000003";"SE335272";"3527";"Codo de PVC pesado 75mm(3"")";82;"";"0";"0";"132";191.4;191.4;"Electrico";"Checar";"";"2023-02-08 16:09:38";"Minimo 1 piezas";"";"A"
"PRD0000004";"FAM0000003";"SE335142";"3514";"Conector de PVC pesado 100mm(4"")";83;"";"0";"0";"132";159.6;159.6;"Electrico";"Checar";"";"2023-02-08 16:09:38";"Minimo 12 piezas";"";"A"
"PRD0000005";"FAM0000003";"SE334480";"3448";"Tubo de PVC ligero 25mm(1"") largo 3 metros";321;"";"1 = 10 pzs";"1 = 10 pzs";"132";637.0;637.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 10 pzs";"";"A"
"PRD0000006";"FAM0000003";"SE334497";"3449";"Tubo de PVC ligero 32mm(1 1/4"") largo 3 metros";41;"";"1 = 10 pzs";"1 = 10 pzs";"132";945.0;945.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 10 pzs";"";"A"
"PRD0000007";"FAM0000003";"SE334503";"3450";"Tubo de PVC ligero 38mm(1 1/2"") largo 3 metros";25;"";"1 = 10 pzs";"1 = 10 pzs";"132";1244.0;1244.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 10 pzs";"";"A"
"PRD0000008";"FAM0000003";"SE334510";"3451";"Tubo de PVC ligero 51mm(2"") largo 3 metros";0;"";"1 = 10 pzs";"1 = 10 pzs";"132";1631.0;1631.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 10 pzs";"";"A"
"PRD0000009";"FAM0000003";"SE334947";"3494";"Tubo de PVC pesado 25mm(1"") largo 3 metros";94;"";"1 = 10 pzs";"1 = 10 pzs";"132";884.0;884.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 10 pzs";"";"A"
"PRD0000010";"FAM0000003";"SE334954";"3495";"Tubo de PVC pesado 32mm(1 1/4"") largo 3 metros";25;"";"1 = 10 pzs";"1 = 10 pzs";"132";1221.0;1221.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 10 pzs";"";"A"
"PRD0000011";"FAM0000003";"SE334961";"3496";"Tubo de PVC pesado 38mm(1 1/2"") largo 3 metros";25;"";"1 = 10 pzs";"1 = 10 pzs";"132";1610.0;1610.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 10 pzs";"";"A"
"PRD0000012";"FAM0000003";"SE334978";"3497";"Tubo de PVC pesado 51mm(2"") largo 3 metros";26;"";"1 = 10 pzs";"1 = 10 pzs";"132";2497.0;2497.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 10 pzs";"";"A"
"PRD0000013";"FAM0000003";"SE334466";"3446";"Tubo de PVC ligero 13mm(1/2"") largo 3 metros";0;"";"1 = 20 pzs";"1 = 20 pzs";"132";668.0;668.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 20 pzs";"";"A"
"PRD0000014";"FAM0000003";"SE334473";"3447";"Tubo de PVC ligero 19mm(3/4"") largo 3 metros";36;"";"1 = 20 pzs";"1 = 20 pzs";"132";932.0;932.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 20 pzs";"";"A"
"PRD0000015";"FAM0000003";"SE334923";"3492";"Tubo de PVC pesado 13mm(1/2"") largo 3 metros";59;"";"1 = 20 pzs";"1 = 20 pzs";"132";1080.0;1080.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 20 pzs";"";"A"
"PRD0000016";"FAM0000003";"SE334930";"3493";"Tubo de PVC pesado 19mm(3/4"") largo 3 metros";106;"";"1 = 20 pzs";"1 = 20 pzs";"132";1332.0;1332.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 20 pzs";"";"A"
"PRD0000017";"FAM0000003";"SE334985";"3498";"Tubo de PVC pesado 63mm(2 1/2"") largo 3 metros";15;"";"1 = 20 pzs";"1 = 20 pzs";"132";6764.0;6764.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 20 pzs";"";"A"
"PRD0000018";"FAM0000003";"SE334992";"3499";"Tubo de PVC pesado 76mm(3"") largo 3 metros";5;"";"1 = 20 pzs";"1 = 20 pzs";"132";8472.0;8472.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 atado = 20 pzs";"";"A"
"PRD0000019";"FAM0000003";"SE334565";"3456";"Conector de PVC ligero 13mm(1/2"")";43;"";"1 = 100 pzs";"1 = 100 pzs";"132";450.0;450.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 100 pzs";"";"A"
"PRD0000020";"FAM0000003";"SE335067";"3506";"Conector de PVC pesado 13mm(1/2"")";0;"";"1 = 100 pzs";"1 = 100 pzs";"132";590.0;590.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 100 pzs";"";"A"
"PRD0000021";"FAM0000003";"SE334695";"3469";"Codo de PVC ligero 32mm(1 1/4"")";33;"";"1 = 12 pzs";"1 = 12 pzs";"132";330.0;330.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 12 pzs";"";"A"
"PRD0000022";"FAM0000003";"SE335128";"3512";"Conector de PVC pesado 63mm(2 1/2"")";7;"";"1 = 12 pzs";"1 = 12 pzs";"132";714.0;714.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 12 pzs";"";"A"
"PRD0000023";"FAM0000003";"SE335234";"3523";"Codo de PVC pesado 32mm(1 1/4"")";8;"";"1 = 12 pzs";"1 = 12 pzs";"132";492.0;492.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 12 pzs";"";"A"
"PRD0000024";"FAM0000003";"SE335241";"3524";"Codo de PVC pesado 38mm(1 1/2"")";16;"";"1 = 15 pzs";"1 = 15 pzs";"132";1068.0;1068.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 15 pzs";"";"A"
"PRD0000025";"FAM0000003";"SE334701";"3470";"Codo de PVC ligero 38mm (1 1/2"")";24;"";"1 = 15 pzs";"1 = 15 pzs";"132";708.0;708.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 15 pzs";"";"A"
"PRD0000026";"FAM0000003";"SE335135";"3513";"Conector de PVC pesado 76mm(3"")";3;"";"1 = 20 pzs";"1 = 20 pzs";"132";2060.0;2060.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 20 pzs";"";"A"
"PRD0000027";"FAM0000003";"SE335227";"3522";"Codo de PVC pesado 25mm(1"")";80;"";"1 = 20 pzs";"1 = 20 pzs";"132";466.0;466.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 20 pzs";"";"A"
"PRD0000028";"FAM0000003";"SE335265";"3526";"Codo de PVC pesado 60mm(2 1/2"")";3;"";"1 = 20 pzs";"1 = 20 pzs";"132";2818.0;2818.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 20 pzs";"";"A"
"PRD0000029";"FAM0000003";"SE334688";"3468";"Codo de PVC ligero 25mm (1"")";0;"";"1 = 20 pzs";"1 = 20 pzs";"132";326.0;326.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 20 pzs";"";"A"
"PRD0000030";"FAM0000003";"SE334619";"3461";"Conector de PVC ligero 51mm(2"")";8;"";"1 = 25 pzs";"1 = 25 pzs";"132";467.5;467.5;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 25 pzs";"";"A"
"PRD0000031";"FAM0000003";"SE335111";"3511";"Conector de PVC pesado 51mm(2"")";10;"";"1 = 25 pzs";"1 = 25 pzs";"132";742.5;742.5;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 25 pzs";"";"A"
"PRD0000032";"FAM0000003";"SE335258";"3525";"Codo de PVC pesado 51mm(2"")";1;"";"1 = 30 pzs";"1 = 30 pzs";"132";2934.0;2934.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 30 pzs";"";"A"
"PRD0000033";"FAM0000003";"SE334718";"3471";"Codo de PVC ligero 51mm (2"")";5;"";"1 = 30 pzs";"1 = 30 pzs";"132";2118.0;2118.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 30 pzs";"";"A"
"PRD0000034";"FAM0000003";"SE334671";"3467";"Codo de PVC ligero 19mm(3/4"")";0;"";"1 = 40 pzs";"1 = 40 pzs";"132";380.0;380.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 40 pzs";"";"A"
"PRD0000035";"FAM0000003";"SE335210";"3521";"Codo de PVC pesado 19mm(3/4"")";148;"";"1 = 40 pzs";"1 = 40 pzs";"132";504.0;504.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 40 pzs";"";"A"
"PRD0000036";"FAM0000003";"SE334572";"3457";"Conector de PVC ligero 19mm(3/4"")";26;"";"1 = 50 pzs";"1 = 50 pzs";"132";320.0;320.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000037";"FAM0000003";"SE334589";"3458";"Conector de PVC ligero 25mm(1"")";0;"";"1 = 50 pzs";"1 = 50 pzs";"132";405.0;405.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000038";"FAM0000003";"SE334596";"3459";"Conector de PVC ligero 32mm(1 1/4"")";9;"";"1 = 50 pzs";"1 = 50 pzs";"132";580.0;580.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000039";"FAM0000003";"SE334602";"3460";"Conector de PVC ligero 38mm(1 1/2"")";8;"";"1 = 50 pzs";"1 = 50 pzs";"132";650.0;650.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000040";"FAM0000003";"SE335074";"3507";"Conector de PVC pesado 19mm(3/4"")";59;"";"1 = 50 pzs";"1 = 50 pzs";"132";365.0;365.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000041";"FAM0000003";"SE335098";"3509";"Conector de PVC pesado 32mm(1 1/4"")";0;"";"1 = 50 pzs";"1 = 50 pzs";"132";790.0;790.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000042";"FAM0000003";"SE335104";"3510";"Conector de PVC pesado 38mm(1 1/2"")";4;"";"1 = 50 pzs";"1 = 50 pzs";"132";1090.0;1090.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000043";"FAM0000003";"SE334664";"3466";"Codo de PVC ligero 13mm (1/2"")";74;"";"1 = 50 pzs";"1 = 50 pzs";"132";350.0;350.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000044";"FAM0000003";"SE335203";"3520";"Codo de PVC pesado 13mm(1/2"")";85;"";"1 = 50 pzs";"1 = 50 pzs";"132";470.0;470.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000045";"FAM0000003";"SE335081";"3508";"Conector de PVC pesado 25mm(1"")";43;"";"1 = 50 pzs";"1 = 50 pzs";"132";495.0;495.0;"Electrico";"Checar";"";"2023-02-08 16:09:38";"1 bolsa = 50 pzs";"";"A"
"PRD0000046";"FAM0000001";"ST369451";"6945";"Bisagra 1 1/2 x 1 3/16  acerolatonado perno remachado";0;"";"1 = 20 piezas";"10 = 200 piezas";"22";138.0;138.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000047";"FAM0000001";"ST369444";"6944";"Bisagra 1 x 15/16 acero latonado perno remachado";0;"";"1 = 20 piezas";"10 = 200 piezas";"22";100.0;100.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000048";"FAM0000001";"ST369475";"6947";"Bisagra 2 1/2 x 1 5/8  acerolatonado perno remachado";0;"";"1 = 20 piezas";"10 = 200 piezas";"22";260.0;260.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000049";"FAM0000001";"ST369468";"6946";"Bisagra 2 x 1 1/2 acero latonado perno remachado";0;"";"1 = 20 piezas";"10 = 200 piezas";"22";222.0;222.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000050";"FAM0000001";"ST369482";"6948";"Bisagra 3 x 1 15/16  acerolatonado perno remachado";0;"";"1 = 20 piezas";"10 = 200 piezas";"22";386.0;386.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000051";"FAM0000001";"ST369413";"6941";"Bisagra 3 x3  acero cromo matecabz redonda perno suelto";237;"";"1 = 20 piezas";"10 = 200 piezas";"22";750.0;750.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000052";"FAM0000001";"ST369437";"6943";"Bisagra 3 x3  acero latónantiguo cabz redonda perno sue";381;"";"1 = 20 piezas";"10 = 200 piezas";"22";750.0;750.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000053";"FAM0000001";"ST369314";"6931";"Bisagra 3 x3  acero latónantiguo cabz plana perno remac";0;"";"1 = 20 piezas";"10 = 200 piezas";"22";750.0;750.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000054";"FAM0000001";"ST369390";"6939";"Bisagra 3 x3  acero latonado cabz redonda perno suelto";0;"";"1 = 20 piezas";"10 = 200 piezas";"-";750.0;750.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000055";"FAM0000001";"ST369406";"6940";"Bisagra 3 x3  acero latonado cabz plana perno remachado";0;"";"1 = 20 piezas";"10 = 200 piezas";"22";750.0;750.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000056";"FAM0000001";"ST369420";"6942";"Bisagra 3 x3  acero cromo matecabz plana perno remachado";444;"";"1 = 20 piezas";"10 = 200 piezas";"22";750.0;750.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"1 caja se envian 20 piezas";"";"A"
"PRD0000057";"FAM0000001";"ST332301";"3230";"Armella abierta 15 X 30galvanizada 10 pzs";320;"";"0";"0";"73";2.6;2.6;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000058";"FAM0000001";"ST332318";"3231";"Armella abierta 17 X 40galvanizada 10 pzs";49;"";"0";"0";"73";6.5;6.5;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000059";"FAM0000001";"ST332325";"3232";"Armella abierta 18 X 50galvanizada 10 pzs";373;"";"0";"0";"73";8.2;8.2;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000060";"FAM0000001";"ST332332";"3233";"Armella abierta 19 X 60galvanizada 10 pzs";0;"";"0";"0";"73";10.4;10.4;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000061";"FAM0000001";"ST332349";"3234";"Armella abierta 20 X 70galvanizada 10 pzs";228;"";"0";"0";"73";13.0;13.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000062";"FAM0000001";"ST332356";"3235";"Armella abierta 21 X 80galvanizada 10 pzs";0;"";"0";"0";"73";18.7;18.7;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000063";"FAM0000001";"ST332455";"3245";"Armella cerrada 15 X 30galvanizada 10 pzs";0;"";"0";"0";"73";4.8;4.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000064";"FAM0000001";"ST332479";"3247";"Armella cerrada 18 X 50galvanizada 10 pzs";71;"";"0";"0";"73";8.2;8.2;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000065";"FAM0000001";"ST332486";"3248";"Armella cerrada 19 X 60galvanizada 10 pzs";0;"";"0";"0";"73";12.2;12.2;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000066";"FAM0000001";"ST333254";"3325";"Taquete 1/4 expansivo tornillo10pzs";60;"";"0";"0";"75";96.2;96.2;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000067";"FAM0000001";"ST333261";"3326";"Taquete 5/16 expansivo tornillo 10pzs";25;"";"0";"0";"75";125.9;125.9;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000068";"FAM0000001";"ST332103";"3210";"Abrazadera U 1/4X1 X1 3/4 con placa y 2 tuercas 60 juegos";108;"";"0";"0";"74";1833.8;1833.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000069";"FAM0000001";"ST332226";"3222";"Abrazadera U 3/8X3 1/2X4 5/8 con placa y 2 tuercas 15 jueg";58;"";"0";"0";"74";1731.8;1731.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000070";"FAM0000001";"ST332158";"3215";"Abrazadera U 5/16X1 3/4 X3con placa y 2 tuercas 20 juego";82;"";"0";"0";"74";1165.4;1165.4;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000071";"FAM0000001";"ST332165";"3216";"Abrazadera U 5/16X1 3/4 X4 3/16 con placa y 2 tuercas 15 ju";107;"";"0";"0";"74";1102.4;1102.4;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000072";"FAM0000001";"ST332134";"3213";"Abrazadera U 5/16X1 3/8 X 2 1/2  con placa y 2 tuercas 25 j";97;"";"0";"0";"74";1281.5;1281.5;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000073";"FAM0000001";"ST332141";"3214";"Abrazadera U 5/16X1 3/8X3 11/16 con placa y 2 tuercas 15 ju";94;"";"0";"0";"74";1022.1;1022.1;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000074";"FAM0000001";"ST332189";"3218";"Abrazadera U 5/16X2 1/2 X 3 1/2 con placa y 2 tuercas 10 jue";108;"";"0";"0";"74";690.0;690.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000075";"FAM0000001";"ST332202";"3220";"Abrazadera U 5/16X2 1/2X5 3/16  con placa y 2 tuercas 20 j";348;"";"0";"0";"74";1742.6;1742.6;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000076";"FAM0000001";"ST332172";"3217";"Abrazadera U 5/16X2 X3 11/16con placa y 2 tuercas 15 juego";79;"";"0";"0";"74";1031.9;1031.9;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"10 piezas";"";"A"
"PRD0000077";"FAM0000001";"ST332707";"3270";"Pija 1/8X1 estufa ranurado/PHS # 6 100 pzs";173;"";"0";"0";"74";60.7;60.7;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000078";"FAM0000001";"ST332714";"3271";"Pija 5/32X1 estufa ranurado/PHS # 8 100 pzs";76;"";"0";"0";"74";78.0;78.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000079";"FAM0000001";"ST332998";"3299";"Pija 5/32X1/2 P/riel de cajon#8 PHS 100 pzs";0;"";"0";"0";"74";56.4;56.4;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000080";"FAM0000001";"ST332677";"3267";"Pija 8X1 cabeza d/cruz puntade broca 100 pzzs";1481;"";"0";"0";"74";61.0;61.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000081";"FAM0000001";"ST332943";"3294";"Pija 8X1 multiusos 100 pzs ";116;"";"0";"0";"74";39.1;39.1;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000082";"FAM0000001";"ST332653";"3265";"Pija 8X1/2 cabeza d/cruz punta de broca 100 pzs";343;"";"0";"0";"74";43.4;43.4;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000083";"FAM0000001";"ST333070";"3307";"Rondana 3/8 de presión 100 pzs ";62;"";"0";"0";"74";47.7;47.7;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000084";"FAM0000001";"ST333186";"3318";"Rondana 3/8 plana 100 pzs ";559;"";"0";"0";"74";195.1;195.1;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000085";"FAM0000001";"ST334206";"3420";"Tuerca 1/4 hexagonal 100 pzs ";596;"";"0";"0";"74";82.5;82.5;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000086";"FAM0000001";"ST334213";"3421";"Tuerca 5 /16 hexagonal 100 pzs ";548;"";"0";"0";"74";117.2;117.2;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"100 piezas";"";"A"
"PRD0000087";"FAM0000001";"ST333353";"3335";"Taquete 1/4 tipo Z 15 pzs ";21;"";"0";"0";"75";314.7;314.7;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"15 piezas";"";"A"
"PRD0000088";"FAM0000001";"ST333377";"3337";"Taquete 3/8 tipo Z 15 pzs ";24;"";"0";"0";"75";518.8;518.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"15 piezas";"";"A"
"PRD0000089";"FAM0000001";"ST333360";"3336";"Taquete 5/16  tipo Z  15 pzs ";48;"";"0";"0";"75";516.8;516.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"15 piezas";"";"A"
"PRD0000090";"FAM0000001";"ST333452";"3345";"Tornillo 3/8X1-1/2 Coche 15 pz ";23;"";"0";"0";"73";53.3;53.3;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"15 piezas";"";"A"
"PRD0000091";"FAM0000001";"ST333957";"3395";"Tornillo 3/8X1-1/2 hexagonal máquina 15 pzs";228;"";"0";"0";"73";83.9;83.9;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"15 piezas";"";"A"
"PRD0000092";"FAM0000001";"ST333162";"3316";"Rondana 1/4 plana 150 pzs ";555;"";"0";"0";"74";104.1;104.1;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"150 piezas";"";"A"
"PRD0000093";"FAM0000001";"ST333179";"3317";"Rondana 5/16 plana 150 pzs ";108;"";"0";"0";"74";117.1;117.1;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"150 piezas";"";"A"
"PRD0000094";"FAM0000001";"ST333056";"3305";"Rondana 1/4 de presión 150 pzs ";134;"";"0";"0";"74";32.6;32.6;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"150 piezas";"";"A"
"PRD0000095";"FAM0000005";"SP359872";"5987";"Tornillos p/sanitario 2pz ";9752;"";"12";"144";"142";29.2;29.2;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"2 piezas";"";"A"
"PRD0000096";"FAM0000001";"ST333445";"3344";"Tornillo 3/8X1  Coche 20 pzs ";119;"";"0";"0";"73";113.6;113.6;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"20 piezas";"";"A"
"PRD0000097";"FAM0000001";"ST333940";"3394";"Tornillo 3/8X1 hexagonal máquina 20 pzs";175;"";"0";"0";"73";51.2;51.2;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"20 piezas";"";"A"
"PRD0000098";"FAM0000001";"ST333438";"3343";"Tornillo 5/16X1-1/2 Coche 20pzs";277;"";"0";"0";"73";47.7;47.7;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"20 piezas";"";"A"
"PRD0000099";"FAM0000001";"ST333933";"3393";"Tornillo 5/16X1-1/2 hexagonalmáquina 20 pzs";538;"";"0";"0";"73";86.7;86.7;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"20 piezas";"";"A"
"PRD0000100";"FAM0000001";"ST333919";"3391";"Tornillo 1/4X1-1/2 hexagonalmáquina 25 pzs";498;"";"0";"0";"73";72.6;72.6;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
"PRD0000101";"FAM0000001";"ST332806";"3280";"Pija 1/4 1 hexagonal punta debroca con Rondana de neopreno";0;"";"0";"0";"74";54.3;54.3;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
"PRD0000102";"FAM0000001";"ST332813";"3281";"Pija 1/4X1-1/2 hexagonal punta de broca con Rondana de neopr";207;"";"0";"0";"74";70.5;70.5;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
"PRD0000103";"FAM0000001";"ST369383";"6938";"Taquetes plásticos 3/8' jgo25pz";4604;"";"24";"240";"75";19.7;19.7;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
"PRD0000104";"FAM0000001";"ST333841";"3384";"Tornillo 1/4-20X1 estufa #1425 pzs";156;"";"0";"0";"73";67.2;67.2;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
"PRD0000105";"FAM0000001";"ST333926";"3392";"Tornillo 5/16X1 hexagonal máquina 25 pzs";555;"";"0";"0";"73";43.3;43.3;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
"PRD0000106";"FAM0000001";"ST333414";"3341";"Tornillo1/4X1-1/2 Coche 25 pzs ";154;"";"0";"0";"73";35.8;35.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
"PRD0000107";"FAM0000001";"ST333421";"3342";"Tornillo5/16X1  Coche 25 pzs ";272;"";"0";"0";"73";91.0;91.0;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
"PRD0000108";"FAM0000001";"ST334237";"3423";"Tuerca 1/2 hexagonal 25 pzs ";338;"";"0";"0";"74";100.9;100.9;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
"PRD0000109";"FAM0000001";"ST334312";"3431";"Tuerca 1/4-20X14MM inserto sin tope 25 pzs";72;"";"0";"0";"74";303.8;303.8;"Ferretero";"Checar";"";"2023-02-08 16:09:38";"25 piezas";"";"A"
